,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
zubat,0.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.08,0.0,0.25,0.0,0.05,0.0,0.0,1.0,0.29,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.94,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
golbat,1.0,1.0,0.45,0.99,1.0,0.08,0.96,0.42,0.07,1.0,1.0,0.94,1.0,1.0,0.99,1.0,0.95,0.04,0.95,0.64,1.0,0.07,0.98,0.69,0.31,0.35,0.93,0.24,0.96,0.43,0.1,0.94,0.88,0.13,0.38,0.14,0.97,0.08,0.99,0.35,1.0,0.19,1.0,0.98,0.47,1.0,1.0,0.99,0.0,1.0,0.82,0.72,0.43,0.95,0.16,1.0,0.55,1.0,0.1,0.99,0.29,0.09,0.75,0.07,0.0,1.0,1.0,0.4,1.0,1.0,0.7,0.79,0.03,1.0,1.0,1.0,0.72,0.32,0.87,0.01,0.81,0.0,0.93,0.93,0.03,0.82,0.0,0.88,0.32,0.77,0.0,0.29,0.0,0.0,1.0,0.77,0.08,0.94,0.66,0.05,0.0,1.0,0.41,0.8,0.57,1.0,0.93,0.09,0.71,0.0,1.0,0.97,0.44,0.56,0.1,0.87,0.29,0.96,0.22,0.76,0.04,0.06,0.1,0.04,0.44,0.36,0.19,0.01,1.0,0.11,0.0,1.0,0.98,0.06,0.02,0.74,0.35,0.91,0.17,1.0,0.71,0.07,0.02,0.01,0.0,0.02,0.96,0.59,0.07,0.0,0.01
oddish,0.2,0.0,0.0,0.01,0.0,0.0,0.27,0.21,0.13,1.0,1.0,0.0,1.0,1.0,0.0,0.01,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.0,0.83,0.0,1.0,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.41,0.0,1.0,0.0,0.09,0.0,0.0,1.0,0.3,0.0,0.0,1.0,0.09,0.0,0.0,0.13,0.16,0.08,0.0,0.02,0.0,1.0,0.19,0.19,0.1,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.02,0.0,1.0,0.98,0.95,0.0,0.0,1.0,0.06,0.76,0.0,0.0,0.0,0.0,0.22,0.01,0.05,0.0,0.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18,0.83,0.0,0.02,0.0,0.68,0.32,0.34,0.0,0.0,0.0,0.0,1.0,0.93,0.0,0.0,0.0,0.23,0.16,0.2,0.2,0.26,0.16,0.03,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.73,0.01,0.0,0.46,0.0,0.0,0.95,0.03,0.97,0.86,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
gloom,0.97,0.59,0.01,0.09,0.05,0.0,0.92,0.25,0.25,1.0,1.0,0.0,1.0,1.0,0.0,0.23,0.0,0.0,0.79,0.03,0.0,0.0,0.98,0.0,1.0,0.0,1.0,0.48,0.08,0.0,0.0,0.28,0.03,0.0,0.13,0.01,0.3,0.0,0.92,0.02,1.0,0.0,1.0,0.21,0.0,1.0,0.95,0.12,0.0,1.0,1.0,0.1,0.0,0.8,0.24,1.0,0.0,0.07,0.0,1.0,0.66,0.28,0.12,0.0,0.0,0.42,0.03,0.0,0.91,0.15,0.0,0.03,0.0,1.0,1.0,0.94,0.02,0.0,1.0,0.89,0.99,0.0,0.0,0.0,0.0,0.18,0.0,0.4,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.64,1.0,0.01,0.89,0.0,1.0,0.75,0.75,0.04,0.0,0.02,0.0,1.0,1.0,0.02,0.0,0.0,0.26,0.15,0.84,0.17,0.22,0.21,0.28,0.0,0.01,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.24,0.07,0.96,0.0,0.0,1.0,0.25,1.0,0.89,0.04,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0
vileplume,1.0,0.99,0.25,0.28,0.27,0.05,1.0,0.8,0.23,1.0,1.0,0.88,1.0,1.0,0.64,0.89,0.83,0.01,1.0,0.75,0.21,0.0,1.0,0.47,1.0,0.82,1.0,1.0,0.97,0.29,0.05,0.87,0.73,0.07,0.79,0.04,0.57,0.01,1.0,0.44,1.0,0.6,1.0,0.99,0.4,1.0,1.0,1.0,0.09,1.0,1.0,0.86,0.67,1.0,0.25,1.0,0.93,0.25,0.0,1.0,0.91,0.69,0.75,0.2,0.06,0.98,0.79,0.09,1.0,1.0,0.18,0.2,0.03,1.0,1.0,1.0,0.26,0.04,1.0,0.98,1.0,0.64,0.84,0.06,0.0,1.0,0.21,0.97,0.13,1.0,0.21,0.17,0.0,0.0,1.0,0.82,0.0,1.0,0.94,1.0,0.68,1.0,0.04,1.0,1.0,1.0,0.89,0.55,0.87,0.03,1.0,1.0,0.09,0.36,0.12,0.9,0.23,1.0,0.25,0.87,0.23,0.98,0.37,0.17,0.82,0.17,0.1,0.05,1.0,0.02,0.1,1.0,1.0,0.44,1.0,0.06,0.36,1.0,0.81,1.0,0.98,0.32,0.19,0.0,0.0,0.0,0.77,0.33,0.01,0.0,0.0
paras,0.74,0.25,0.0,0.03,0.01,0.0,0.0,0.01,0.0,1.0,1.0,0.12,0.94,0.69,0.04,0.0,0.0,0.0,0.21,0.01,0.0,0.0,0.23,0.0,1.0,0.55,0.0,0.0,0.18,0.23,0.01,0.26,0.2,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.01,0.37,0.0,0.99,0.0,0.0,0.0,0.03,0.0,0.6,0.0,0.04,0.0,0.67,0.02,0.0,0.09,0.97,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,1.0,0.16,0.19,0.04,0.02,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.0,0.93,0.18,0.85,0.7,0.0,0.02,0.0,1.0,0.41,0.32,0.0,0.0,0.0,0.21,0.0,0.0,0.05,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.13,0.0,0.01,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.82,0.08,0.0,0.72,0.01,0.0,0.08,0.08,0.84,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parasect,1.0,0.98,0.24,0.16,0.01,0.0,0.33,0.09,0.01,1.0,1.0,0.91,1.0,1.0,0.68,0.33,0.07,0.0,0.98,0.17,0.0,0.0,0.89,0.02,1.0,0.73,0.84,0.01,0.83,0.27,0.01,1.0,0.21,0.01,0.03,0.0,0.2,0.01,0.89,0.01,0.71,0.0,0.02,0.04,0.0,1.0,0.35,0.99,0.42,1.0,0.86,0.88,0.05,0.3,0.04,0.98,0.82,0.13,0.02,0.99,0.26,0.0,0.61,1.0,0.95,0.14,0.03,0.0,0.03,0.03,0.0,0.88,0.17,1.0,0.75,0.23,0.07,0.05,0.27,0.0,1.0,0.85,0.01,0.0,0.0,0.16,0.02,0.95,0.0,0.72,0.0,1.0,1.0,0.71,1.0,1.0,0.19,0.8,0.08,1.0,0.92,1.0,0.09,0.05,0.02,0.96,0.04,0.0,0.05,0.0,1.0,0.7,0.0,0.34,0.01,0.15,0.0,0.29,0.03,0.21,0.06,0.92,0.02,0.04,0.74,0.02,0.0,0.0,1.0,0.0,0.0,1.0,0.92,0.02,0.91,0.05,0.11,0.96,0.83,1.0,0.86,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.0,0.0,0.0
venonat,0.95,0.45,0.01,0.01,0.0,0.0,1.0,0.84,0.06,1.0,1.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.45,0.06,0.84,0.05,1.0,0.06,1.0,0.26,0.0,0.92,0.3,0.0,0.04,0.0,0.0,0.0,0.07,0.01,1.0,0.01,1.0,0.79,0.0,0.58,0.0,0.05,0.0,1.0,0.11,0.0,0.0,0.89,0.06,1.0,0.17,0.01,0.0,1.0,0.89,0.0,0.17,0.0,0.0,0.9,0.05,0.01,0.96,0.0,0.01,0.0,0.01,1.0,1.0,0.73,0.0,0.0,0.98,0.02,0.9,0.0,0.0,0.0,0.0,0.24,0.03,0.48,0.01,1.0,0.07,0.97,0.4,0.0,0.85,0.0,0.0,1.0,0.37,0.83,0.02,0.35,0.0,0.97,0.3,1.0,0.71,0.0,0.37,0.0,1.0,0.98,0.0,0.0,0.0,0.5,0.1,0.81,0.0,0.52,0.05,0.05,0.0,0.1,0.02,0.0,0.0,0.0,1.0,0.0,0.01,0.8,0.12,0.0,0.0,0.0,0.0,0.98,0.71,1.0,0.47,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
venomoth,1.0,1.0,0.81,0.89,0.36,0.01,1.0,0.94,0.79,1.0,1.0,0.96,1.0,1.0,1.0,0.73,0.33,0.0,1.0,0.17,0.69,0.0,1.0,0.97,1.0,0.39,0.92,0.94,1.0,1.0,0.67,1.0,1.0,0.82,0.72,0.09,0.83,0.01,0.97,0.52,1.0,0.84,1.0,1.0,0.86,0.99,0.52,1.0,0.29,0.99,0.83,0.82,0.0,1.0,0.87,1.0,1.0,0.8,0.02,0.97,0.89,0.99,1.0,0.13,0.05,1.0,1.0,0.97,1.0,1.0,0.87,1.0,0.31,1.0,1.0,1.0,0.26,0.08,0.99,0.51,1.0,0.78,0.74,0.7,0.0,0.95,0.65,1.0,0.89,1.0,0.05,1.0,0.99,0.33,1.0,0.71,0.02,0.99,0.61,0.99,0.5,1.0,0.22,0.78,0.37,1.0,1.0,0.44,1.0,0.89,1.0,1.0,0.31,0.52,0.04,0.98,0.6,0.98,0.99,0.99,0.31,0.88,0.0,0.71,0.41,0.09,0.05,0.0,1.0,0.09,0.26,0.99,0.95,0.68,0.55,0.04,0.97,1.0,1.0,1.0,1.0,0.05,0.03,0.0,0.0,0.0,0.99,0.42,0.07,0.0,0.0
diglett,0.01,0.0,0.0,1.0,0.54,0.01,0.01,0.0,0.0,1.0,1.0,0.87,1.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.62,0.0,1.0,0.33,1.0,0.03,0.0,0.0,0.61,0.3,0.23,1.0,0.21,0.17,0.01,0.0,1.0,0.04,0.27,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.01,0.0,0.01,0.0,0.99,0.0,0.98,0.03,0.19,0.0,0.0,0.47,0.51,0.02,0.85,0.1,0.0,0.18,0.0,0.0,1.0,0.01,1.0,0.99,0.52,0.68,0.03,0.02,0.0,1.0,0.26,0.0,0.0,0.01,0.02,0.0,1.0,0.93,0.02,0.0,1.0,0.85,0.05,0.8,0.0,0.0,0.08,0.0,1.0,0.24,0.0,0.0,0.01,0.0,0.41,0.0,0.0,0.95,0.73,1.0,0.08,0.02,0.01,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.25,0.0,0.01,0.02,0.35,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.03,0.33,0.0,0.33,0.06,0.32,0.15,0.06,0.0,0.03,0.0,0.15,0.1,0.01,0.0,0.0,0.0
dugtrio,0.41,0.0,0.0,1.0,1.0,0.87,0.65,0.1,0.01,1.0,1.0,0.99,1.0,1.0,0.84,0.93,0.25,0.03,0.83,0.16,0.99,0.01,1.0,0.96,1.0,1.0,0.43,0.0,1.0,0.93,0.92,1.0,1.0,0.83,0.72,0.06,1.0,0.51,1.0,0.2,1.0,0.11,0.95,0.0,0.0,1.0,0.16,0.86,0.15,1.0,0.01,1.0,0.0,0.91,0.09,1.0,0.0,1.0,0.88,0.86,0.13,0.02,1.0,1.0,0.24,0.99,0.89,0.01,0.44,0.23,0.0,1.0,0.38,1.0,1.0,1.0,1.0,0.94,0.16,0.0,1.0,0.96,0.95,0.87,0.0,0.4,0.01,1.0,1.0,0.16,0.0,1.0,1.0,1.0,1.0,1.0,0.08,0.19,0.0,1.0,0.5,0.0,0.03,0.23,0.01,1.0,0.76,0.14,1.0,1.0,1.0,0.77,0.08,0.01,0.01,0.89,0.04,0.87,0.13,0.87,0.01,0.92,0.21,0.1,0.96,0.99,0.0,0.02,1.0,0.01,0.0,1.0,0.85,0.0,0.77,0.92,0.18,0.53,0.29,0.99,0.85,0.43,0.04,0.31,0.03,0.51,0.9,0.16,0.0,0.0,0.0
meowth,1.0,0.11,0.03,1.0,0.6,0.0,1.0,0.44,0.11,1.0,1.0,0.45,1.0,1.0,0.86,0.94,0.26,0.0,0.99,0.03,0.95,0.0,1.0,0.13,0.74,0.06,0.1,0.0,1.0,0.98,0.06,1.0,0.99,0.21,0.93,0.2,0.44,0.0,1.0,0.87,1.0,0.03,1.0,0.87,0.11,1.0,0.1,1.0,0.02,0.98,0.0,0.0,0.0,0.98,0.12,1.0,0.0,0.9,0.02,0.76,0.43,0.15,0.87,0.55,0.11,0.99,0.87,0.01,1.0,1.0,0.05,0.38,0.01,1.0,1.0,1.0,0.2,0.05,0.98,0.14,1.0,0.24,0.17,0.86,0.0,0.39,0.08,0.93,0.05,1.0,0.25,0.03,0.0,0.0,1.0,1.0,0.16,1.0,0.45,0.94,0.02,1.0,0.0,0.9,0.34,1.0,0.08,0.29,0.37,0.05,1.0,1.0,0.95,0.05,0.1,0.71,0.13,1.0,0.08,0.76,0.0,0.17,0.0,0.14,0.03,0.04,0.0,0.03,1.0,0.62,0.03,1.0,0.83,0.0,0.07,0.03,0.18,0.4,0.04,1.0,0.07,0.12,0.05,0.01,0.01,0.0,1.0,0.31,0.07,0.0,0.01
persian,1.0,1.0,0.1,1.0,1.0,0.99,1.0,1.0,0.51,1.0,1.0,0.92,1.0,1.0,0.9,1.0,1.0,0.18,1.0,0.35,1.0,0.85,1.0,0.92,1.0,0.84,1.0,0.0,1.0,1.0,0.83,1.0,1.0,0.82,1.0,0.85,0.95,0.69,1.0,1.0,1.0,0.53,1.0,1.0,0.31,1.0,0.91,1.0,1.0,1.0,1.0,1.0,0.01,1.0,0.54,1.0,1.0,1.0,0.24,1.0,1.0,0.45,1.0,1.0,0.7,1.0,1.0,0.93,1.0,1.0,1.0,0.91,0.41,1.0,1.0,1.0,0.98,0.84,1.0,0.95,1.0,0.91,1.0,1.0,0.6,0.99,0.85,1.0,0.99,1.0,0.7,0.99,0.62,0.01,1.0,1.0,0.82,1.0,1.0,1.0,0.71,1.0,0.15,1.0,0.99,1.0,0.47,1.0,1.0,0.88,1.0,1.0,1.0,0.74,1.0,1.0,0.85,1.0,0.42,1.0,0.27,1.0,1.0,1.0,0.82,0.81,0.0,0.73,1.0,1.0,0.18,1.0,1.0,0.17,0.72,0.69,1.0,1.0,0.84,1.0,0.95,0.95,0.98,0.15,0.06,0.17,1.0,1.0,0.77,0.09,0.71
psyduck,0.27,0.0,0.01,1.0,0.37,0.01,0.33,0.0,0.0,1.0,1.0,0.6,1.0,1.0,0.05,0.96,0.6,0.02,0.62,0.07,0.95,0.04,0.99,0.11,0.4,0.0,0.98,0.05,0.96,0.0,0.0,0.99,0.07,0.0,0.02,0.0,1.0,0.39,0.8,0.0,0.95,0.09,0.71,0.24,0.0,0.96,0.65,0.13,0.0,0.99,0.12,0.0,0.0,0.18,0.0,0.34,0.0,0.93,0.04,0.57,0.0,0.0,0.78,0.1,0.0,0.66,0.23,0.0,0.39,0.0,0.0,1.0,0.11,0.98,1.0,0.96,0.73,0.03,0.04,0.0,0.13,0.0,0.14,0.65,0.01,0.45,0.0,0.96,0.12,0.04,0.0,0.37,0.01,0.0,0.99,0.17,0.0,0.02,0.0,0.11,0.0,0.06,0.03,1.0,0.79,0.32,0.14,0.0,0.16,0.0,0.99,0.96,0.0,0.09,0.0,0.48,0.0,0.03,0.0,0.0,0.0,0.0,0.51,0.08,0.0,0.26,0.0,0.0,1.0,0.0,0.0,0.93,0.01,0.0,0.0,0.11,0.0,1.0,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.73,0.09,0.07,0.0,0.0
golduck,0.9,0.9,0.61,1.0,1.0,0.83,1.0,1.0,0.33,1.0,1.0,0.81,1.0,1.0,0.96,1.0,1.0,0.73,0.99,0.84,1.0,0.44,1.0,1.0,0.95,0.79,1.0,0.97,1.0,1.0,0.96,1.0,1.0,0.59,0.83,0.18,1.0,0.97,1.0,0.66,1.0,0.89,0.84,0.79,0.82,1.0,0.98,0.97,0.17,0.99,0.87,0.92,0.49,1.0,0.18,0.98,0.52,1.0,0.51,1.0,0.96,0.44,1.0,1.0,0.96,1.0,0.97,0.86,0.88,0.85,0.58,1.0,0.99,1.0,1.0,1.0,1.0,0.8,1.0,0.54,0.92,0.55,0.98,0.99,0.16,1.0,0.85,1.0,0.87,1.0,0.16,1.0,0.43,0.12,1.0,1.0,0.93,0.96,0.71,0.29,0.12,0.8,0.0,1.0,0.98,0.99,0.95,0.65,1.0,0.58,0.98,0.99,0.0,0.12,0.59,1.0,0.68,1.0,0.8,0.69,0.0,0.15,0.8,0.96,0.75,0.84,0.16,0.11,1.0,0.04,0.0,1.0,0.97,0.82,0.28,1.0,0.75,1.0,0.99,1.0,1.0,0.68,0.19,0.12,0.0,0.34,1.0,0.91,0.87,0.0,0.0
mankey,0.25,0.04,0.0,1.0,0.17,0.13,0.85,0.28,0.0,1.0,1.0,0.84,1.0,1.0,0.05,0.22,0.0,0.0,0.97,0.0,0.0,0.0,1.0,0.24,1.0,0.17,0.0,0.0,1.0,0.99,0.07,1.0,0.95,0.33,0.23,0.0,0.98,0.01,0.96,0.28,1.0,0.02,0.95,0.0,0.02,0.43,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.91,0.03,0.82,0.13,0.01,0.15,0.0,0.0,0.91,0.13,0.0,0.81,0.08,0.0,0.03,0.0,1.0,0.94,0.57,0.24,0.06,0.05,0.0,1.0,0.25,0.12,0.0,0.0,0.31,0.01,1.0,0.44,1.0,0.03,1.0,0.86,0.31,0.46,0.0,0.0,1.0,0.0,0.99,0.17,0.76,0.0,0.42,0.02,0.0,0.0,0.02,0.99,0.41,0.98,0.66,0.21,0.01,0.03,0.34,0.0,0.82,0.09,0.06,0.0,0.0,0.04,0.02,0.19,0.02,0.0,0.01,1.0,0.1,0.0,1.0,0.0,0.0,0.65,0.22,0.0,0.35,0.02,1.0,0.0,0.06,0.0,0.33,0.0,0.02,0.53,0.0,0.0,0.0,0.0
primeape,1.0,0.22,0.0,1.0,1.0,0.89,1.0,0.99,0.39,1.0,1.0,1.0,1.0,1.0,0.84,0.89,0.9,0.19,1.0,0.0,0.91,0.06,1.0,0.95,1.0,0.29,0.98,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.34,1.0,0.78,1.0,0.88,1.0,0.55,1.0,1.0,0.05,1.0,0.14,0.91,0.0,1.0,0.98,1.0,0.0,1.0,0.54,1.0,0.0,1.0,0.28,1.0,1.0,0.39,1.0,0.0,0.0,1.0,0.96,0.04,1.0,0.36,0.14,0.79,0.08,1.0,1.0,0.99,0.96,0.37,0.95,0.31,1.0,1.0,1.0,0.83,0.01,0.88,0.68,1.0,1.0,1.0,0.39,1.0,1.0,0.77,1.0,0.22,0.0,1.0,1.0,1.0,0.66,1.0,0.05,0.93,0.82,1.0,0.7,0.56,1.0,0.95,1.0,0.99,0.4,0.26,0.78,1.0,0.82,1.0,0.4,1.0,0.24,0.79,0.67,0.71,0.23,0.8,0.0,0.11,1.0,0.99,0.08,1.0,0.87,0.07,0.83,0.55,0.82,0.96,0.51,1.0,0.71,0.69,0.13,0.77,0.0,0.8,1.0,0.77,0.16,0.0,0.0
growlithe,0.98,0.85,0.24,1.0,0.32,0.0,0.02,0.0,0.0,1.0,1.0,0.72,1.0,1.0,0.77,0.85,0.46,0.01,0.56,0.07,0.58,0.0,0.93,0.09,1.0,0.7,0.08,0.0,1.0,1.0,0.0,1.0,0.8,0.0,0.67,0.01,0.49,0.2,0.99,0.15,0.99,0.03,0.97,0.96,0.71,1.0,0.91,0.99,0.26,0.02,0.0,0.08,0.0,0.15,0.0,0.11,0.0,0.09,0.0,0.07,0.0,0.0,0.04,0.0,0.0,0.76,0.01,0.0,0.88,0.94,0.22,0.16,0.07,0.01,0.0,0.0,0.7,0.26,0.0,0.0,1.0,0.15,0.02,0.08,0.0,0.0,0.0,1.0,0.35,0.0,0.0,1.0,0.97,0.18,0.0,0.91,0.0,0.08,0.0,1.0,0.61,1.0,0.2,0.48,0.05,0.92,0.59,0.12,1.0,0.02,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.21,0.45,0.59,0.73,0.28,0.32,0.0,1.0,0.01,0.0,0.99,0.17,0.0,0.67,0.1,0.66,0.29,0.07,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.17,0.0,0.0,0.0,0.0
arcanine,1.0,1.0,0.98,1.0,1.0,0.05,0.97,0.94,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,1.0,0.52,1.0,0.59,1.0,1.0,1.0,0.99,0.95,0.97,1.0,1.0,0.91,1.0,1.0,0.82,1.0,0.61,1.0,0.84,1.0,0.66,1.0,0.89,1.0,0.99,0.95,1.0,0.99,1.0,0.98,0.67,0.09,0.99,0.75,0.97,0.56,0.97,0.13,1.0,0.14,0.94,0.91,0.23,0.93,0.42,0.19,0.94,0.75,0.49,1.0,1.0,0.96,1.0,0.08,0.95,0.94,0.29,1.0,0.83,0.83,0.44,1.0,1.0,0.95,1.0,0.17,0.87,0.22,1.0,1.0,0.94,0.61,1.0,1.0,1.0,0.93,0.99,0.77,0.89,0.51,1.0,1.0,1.0,0.94,0.7,0.77,1.0,0.99,0.86,1.0,1.0,0.98,0.02,0.34,1.0,0.63,0.83,0.38,0.88,0.31,0.79,0.08,0.99,0.99,0.89,0.92,1.0,1.0,0.05,1.0,0.15,0.08,1.0,0.99,0.01,1.0,1.0,1.0,0.84,0.1,1.0,1.0,0.11,0.26,0.91,0.14,0.77,0.99,0.94,0.09,0.01,0.0
poliwag,0.0,0.0,0.0,0.97,0.69,0.1,0.4,0.0,0.0,1.0,1.0,0.03,1.0,1.0,0.06,0.03,0.0,0.0,0.22,0.0,0.26,0.0,0.51,0.0,0.0,0.0,0.97,0.68,0.0,0.0,0.43,0.02,0.0,0.36,0.0,0.0,0.93,0.39,0.12,0.0,0.99,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.8,0.15,0.0,0.0,0.39,0.0,0.24,0.0,0.86,0.08,0.22,0.0,0.0,1.0,0.71,0.01,0.05,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.98,0.95,0.9,0.46,0.17,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.66,0.51,0.0,0.0,0.0,0.0,0.96,0.95,0.0,0.0,0.0,0.61,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.85,0.01,0.0,0.0,0.08,0.0,0.83,0.0,0.74,0.15,0.18,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
poliwhirl,0.51,0.07,0.01,1.0,1.0,0.28,1.0,0.83,0.02,1.0,1.0,0.96,1.0,1.0,0.63,0.99,0.97,0.27,0.91,0.0,0.99,0.32,1.0,0.98,0.87,0.0,0.99,0.88,1.0,0.92,0.23,1.0,0.87,0.22,0.02,0.0,1.0,0.27,0.78,0.0,1.0,0.34,0.74,0.38,0.15,1.0,0.76,0.24,0.0,0.99,0.84,0.27,0.0,0.99,0.03,0.74,0.0,1.0,0.12,0.97,0.21,0.0,1.0,0.63,0.01,0.93,0.61,0.15,0.46,0.06,0.0,1.0,0.65,1.0,1.0,0.89,0.97,0.17,0.83,0.0,0.18,0.0,0.89,0.96,0.19,1.0,0.41,1.0,0.25,0.85,0.01,1.0,0.08,0.01,1.0,0.81,0.01,0.2,0.01,0.13,0.0,0.22,0.05,1.0,0.96,0.97,0.71,0.01,0.92,0.19,0.98,0.97,0.0,0.7,0.04,1.0,0.05,0.93,0.03,0.17,0.0,0.0,0.18,0.3,0.0,0.23,0.03,0.0,1.0,0.0,0.03,1.0,0.26,0.01,0.0,0.83,0.01,1.0,0.69,1.0,0.32,0.23,0.0,0.0,0.0,0.02,0.85,0.76,0.78,0.0,0.0
