,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
machop,-3,-3,-3,2,-3,-3,-3,-3,-3,2,3,2,2,4,-3,-3,-3,-3,2,2,-3,-3,2,3,2,-3,-3,-3,4,4,-3,2,3,-3,2,-3,2,-1,1,-3,2,-3,3,-3,-3,1,3,4,-3,2,-3,2,-3,-3,-3,3,-3,2,-3,-3,-3,-3,2,-1,-1,-,-3,-3,-3,-3,-2,2,-1,3,-3,-3,-3,-3,-4,-4,2,-1,-3,-3,-1,-3,-1,3,-3,-3,-2,-1,-1,-1,-5,-1,-1,-3,-3,2,-3,4,-3,-3,-3,2,-3,3,4,-3,3,-3,-2,-3,-2,-3,-2,-3,-3,-3,-1,-1,2,-1,-3,-3,-3,-1,4,-3,-1,2,2,-1,-1,-1,-3,-3,-1,3,-3,-1,-2,-1,-1,-1,-3,-3,-3,-1,-1
machoke,-3,-3,-3,2,2,2,3,-3,-3,2,1,2,2,1,3,2,-3,-3,2,2,2,-3,2,2,2,2,3,-3,1,4,-3,2,2,-3,1,-3,2,-3,1,-3,2,4,3,3,-3,1,1,4,-3,2,-3,2,2,-3,-3,2,-3,2,-3,4,-3,-3,2,2,-1,3,-,-3,3,-3,-3,2,-3,3,3,-3,2,-3,-4,-4,2,-3,3,-3,-3,-3,-3,2,4,3,-3,-1,-1,-1,4,-2,-1,-3,-3,2,-3,3,-3,5,-3,2,-3,3,3,4,3,-4,2,-5,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,2,2,-3,-3,4,-3,-3,2,2,-3,-3,-3,3,3,-3,4,-3,-3,3,-1,-3,-3,3,4,-3,-1,-1
machamp,3,-3,-3,2,2,2,3,4,-3,1,1,2,1,1,2,2,4,-3,2,2,2,-3,2,2,2,2,3,-3,1,2,4,1,2,-3,1,3,2,-3,1,2,2,4,3,3,3,1,1,2,4,2,2,2,2,4,-3,2,-3,2,-3,2,4,-3,2,2,-2,3,3,-,1,-3,-3,2,2,1,3,3,2,2,3,-4,1,-3,2,2,-3,3,-3,1,3,3,-3,2,2,-1,4,-2,-1,3,-3,2,2,3,-4,3,-4,2,-3,3,1,4,3,3,1,4,-3,-3,-3,4,-3,2,-3,-3,2,2,2,2,3,3,2,-3,-3,1,2,-3,2,2,1,1,-3,2,3,-3,3,-3,-3,2,1,4,-3,-2,-1
bellsprout,-3,-3,-3,-2,-1,-1,2,-3,-3,4,3,-3,4,3,-3,-3,-1,-1,2,-1,-1,-1,-3,-3,2,-2,2,-1,-3,-3,-1,-3,-3,-1,3,-1,-1,-1,3,-1,3,-3,3,-3,-3,1,2,-3,-3,2,-1,2,-1,2,-3,3,-1,-2,-1,2,2,-3,-1,-2,-1,3,-3,-1,-,-3,-2,-1,-1,1,1,-1,-1,-1,2,3,-3,-3,-1,-1,-1,-3,-1,3,-2,2,-1,-1,-1,-1,2,-1,-1,2,-1,-3,-3,4,-3,1,-3,-1,-3,-4,-4,-3,1,-1,-1,-3,-1,2,-1,2,-3,2,-1,-3,-1,-1,-3,-1,-1,-1,2,-1,-1,4,-2,-1,-3,-1,-2,1,-1,2,-1,-1,-2,-1,-1,-1,-3,-3,-1,-1,-1
weepinbell,3,-3,-3,-3,-2,-1,1,2,-3,3,3,4,2,3,-3,-3,-3,-2,2,-3,-3,-1,3,-3,2,-3,1,2,3,-3,-3,3,-3,-3,3,-3,-2,-1,3,-3,2,-3,3,3,-4,1,2,3,-3,2,2,2,-3,2,-3,2,-3,-3,-1,2,2,-3,2,-3,-3,3,3,-3,3,-,-3,-2,-1,1,1,1,-2,-1,1,3,3,-3,-3,-2,-1,1,-1,3,-4,1,-1,-3,-3,-1,2,-2,-1,1,2,4,-3,3,-3,1,1,2,2,3,-4,-3,1,1,-2,-5,-1,2,-3,2,-3,2,-3,-3,-3,-1,-3,-1,-3,-1,2,-3,-1,3,-3,-3,-3,-1,3,1,2,2,2,-1,-2,-1,-1,-1,3,-3,-3,-1,-1
victreebel,3,3,-3,3,-3,-2,1,1,-3,1,3,4,1,3,3,3,-3,-3,2,2,2,-3,2,-3,2,-3,1,1,3,3,-3,3,3,-3,3,-4,3,-1,3,3,1,-3,3,3,3,1,1,3,4,2,2,2,-3,1,-3,2,-3,3,-3,2,2,2,2,2,-3,2,3,3,2,3,-,2,-3,1,1,1,-3,-3,1,3,3,4,3,-3,-2,1,-3,3,4,1,2,-3,-3,-3,2,-2,-2,1,2,3,4,3,4,1,1,2,2,3,3,-4,1,1,-2,4,-3,1,2,1,3,2,-3,-3,-3,-1,-3,-2,-3,-3,2,-3,3,3,3,3,4,-2,3,1,1,1,2,-3,-4,-1,-3,-1,3,-3,-3,-1,-3
tentacool,1,2,-3,1,2,-1,3,4,-1,1,1,2,1,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,1,1,2,3,-1,1,3,-1,3,-2,1,2,2,-2,1,2,1,2,3,1,2,2,-3,-1,-1,2,-1,3,-3,2,-1,1,-1,4,-1,-1,2,-3,-3,-2,-2,-2,1,2,-1,-,-3,1,1,1,2,-1,-4,-2,-2,-1,1,-1,-1,4,-3,3,-2,3,-3,-3,-3,-1,-1,-2,-2,2,-1,-3,-1,1,3,1,1,-1,-1,-2,2,3,1,1,-2,3,-1,3,-3,3,-4,-3,-3,-3,-1,-3,-1,-1,-1,-1,2,-1,-4,2,3,-4,-1,2,3,3,3,1,-1,-1,-2,-3,-1,-1,1,2,-1,-1,-1
tentacruel,1,1,3,1,1,2,3,3,-4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,-3,1,1,1,3,1,1,2,1,3,3,1,2,1,3,1,1,1,1,3,1,1,1,3,1,-1,1,2,3,5,1,2,1,1,3,3,-4,1,-3,-3,1,3,-2,1,1,3,3,-,1,1,1,1,2,3,5,3,3,1,1,2,3,5,1,3,3,3,3,-4,-3,1,-4,-4,1,3,2,-3,1,3,1,1,1,1,3,1,3,1,1,3,2,3,3,4,3,4,3,-3,3,2,3,-3,1,2,-3,1,-4,-4,1,2,5,-3,1,3,2,3,1,2,2,3,4,3,3,1,1,1,-3,-3
geodude,-1,-1,-1,2,2,2,-1,-1,-1,2,4,-1,2,2,-3,2,4,4,-1,-1,2,4,2,-1,2,2,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-3,-3,-1,-3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-3,2,-3,-1,-1,-1,-1,2,-3,-3,-3,-1,-1,-1,-1,-1,-1,-,-1,-1,2,2,-2,-1,2,2,2,2,4,-1,-1,-3,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,2,2,-1,-1,-1,-1,2,-3,-1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,-3,-1,4,-1,-1,4,4,-1,2,2,-1,-1,-1,-1,-1,4,-1,-1,4,2,-1,-1,-1,-1,-1
graveler,-1,-1,-1,2,2,2,-1,-1,-1,2,1,-1,2,2,-3,2,2,4,2,-1,2,3,2,-3,2,2,-3,-1,2,-1,-1,2,-1,-1,-1,-1,2,2,3,-1,2,-3,-2,-1,-1,1,-2,2,-1,2,-3,2,-1,-1,-1,2,-3,2,4,-1,-1,-1,-1,2,-3,-3,-3,-3,-1,-1,-1,-1,-1,1,-,-1,2,2,-2,-2,2,2,2,2,3,-1,-1,1,-3,-1,-1,-1,-1,-1,-3,-3,-1,-1,-1,2,2,-1,-1,-3,-1,2,-3,-2,2,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,-3,-1,2,-1,-1,4,4,-1,2,2,-1,-1,-1,-1,-1,4,-2,-1,4,2,-1,-1,-1,-1,-1
golem,-1,-1,-1,2,2,2,-2,-1,-1,2,1,2,2,1,2,2,2,4,2,-3,2,2,2,2,2,2,3,-3,1,2,-1,2,2,-1,3,-1,2,2,1,-3,2,-3,-2,-2,-1,1,1,2,-1,2,2,2,-1,-1,-1,2,3,2,2,-1,-1,-1,-1,2,2,3,4,-3,1,-1,-1,-1,-1,1,1,-,2,2,-2,-2,2,2,2,2,2,-1,-1,1,-3,-2,-1,2,2,-1,4,3,-3,-1,-1,2,2,-2,-1,3,-3,2,3,-2,1,4,1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,4,-3,2,-1,-1,2,3,-1,2,2,3,1,-1,-1,-1,4,-2,-1,4,2,-1,-1,-1,-1,-1
ponyta,1,2,3,3,3,-1,-2,-2,-2,1,1,2,1,1,1,2,3,-3,1,-3,1,-1,3,-2,2,-3,-2,-2,3,3,-2,3,3,-2,3,-3,3,-3,3,-3,2,-3,1,2,3,1,1,1,3,-1,-1,2,-3,-2,-2,3,-3,3,-3,-2,-2,-2,2,-3,-3,3,-2,-2,1,2,3,-2,-1,-2,-2,-2,-,-3,-3,-2,3,-3,3,1,-1,-2,-2,3,4,3,-2,-4,-3,-3,-2,3,-2,3,-2,-3,-3,1,3,-2,-2,1,2,-4,3,3,-2,-2,-2,3,-1,-2,-2,-2,-2,-2,-1,-3,2,-3,-3,-3,1,-1,3,-2,-2,3,3,-2,-2,-2,3,-2,-2,-4,-2,-3,-2,-2,-2,-3,3,3,-2,-1,-1
rapidash,1,1,3,2,3,-3,3,3,-2,1,1,1,1,1,1,1,3,3,1,2,1,3,1,3,1,3,1,-2,2,3,-2,1,3,-2,3,3,2,3,3,3,1,3,1,1,3,1,1,1,2,1,-1,1,-3,3,-2,1,3,3,3,3,3,-2,1,2,-3,3,3,-2,1,1,3,1,-2,-2,-2,-2,3,-,3,-2,3,3,3,1,3,-2,-2,3,3,3,-2,5,-6,-3,3,3,-4,3,-4,3,-3,1,3,3,-2,1,1,3,3,3,-2,-2,3,2,3,-2,-2,3,-2,-2,-1,3,2,3,-3,3,1,-3,3,-2,-2,3,3,-2,-3,3,3,-2,-2,-4,-3,-3,-4,3,-4,-4,3,3,-3,-3,-4
slowpoke,-3,-1,-1,2,4,4,4,-5,-5,2,4,-3,2,3,4,2,-3,-3,3,-3,2,-3,2,4,-1,-1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,4,4,-3,3,4,-3,-3,-1,2,-3,4,-3,2,-3,-3,-3,4,-4,-3,-3,3,-3,4,5,-5,2,4,4,4,4,-3,-2,-1,-1,4,-3,2,2,2,3,-3,-,-5,-1,-1,-3,2,-3,-5,-4,-3,-3,4,-5,-1,-1,-1,2,-5,-3,4,-3,-1,-1,-3,-1,2,4,2,-3,-3,-3,-3,2,2,-1,-3,-3,-5,-5,4,-3,-3,-1,-1,-3,-3,-1,4,-3,-3,4,-1,-2,4,-3,-4,-1,-3,-3,4,-5,4,-3,-3,-3,-3,-1,-3,-3,-3,-1,-1,-1
slowbro,-3,-3,-3,2,2,3,4,5,6,2,2,4,2,2,2,2,2,4,2,4,2,3,2,4,2,-3,2,2,4,4,-3,2,4,-3,4,-3,2,4,3,-5,2,4,-3,-3,-3,1,2,2,4,2,2,4,-3,4,-5,2,4,2,4,4,4,4,2,4,4,4,4,4,-3,-3,-3,2,-5,1,2,2,2,2,5,-,-3,-1,2,2,2,4,6,3,4,4,5,2,2,-3,2,6,-5,4,4,2,-3,4,-3,2,2,2,2,-5,4,-3,1,2,-3,-3,4,4,6,4,5,-3,-3,-3,4,4,-3,2,3,-3,4,-3,-3,4,4,-6,-1,3,-3,4,6,2,4,2,-5,-5,-1,4,2,-3,2,-1,-3
magnemite,-4,-3,-3,4,-3,-1,1,2,-1,2,1,2,2,1,-3,2,2,2,2,3,2,-1,2,-1,-3,-3,-2,-1,2,-3,-1,2,-3,-1,3,-3,-3,-3,3,-3,2,2,-4,-4,-3,3,-4,3,-3,-1,-1,2,-3,2,2,2,-3,3,-3,2,2,-1,-3,-3,-3,-2,-1,-1,3,-3,-3,2,-3,-2,-2,-1,-3,-3,1,3,-,-3,2,2,-1,2,-3,3,-3,1,2,-3,-3,-3,-1,-4,-3,2,2,4,-3,5,-3,-2,-1,2,2,3,3,-3,-2,-2,-3,-5,-1,2,2,2,2,2,-3,4,2,-3,-3,-3,-3,-1,2,2,-3,4,-3,-3,-3,-3,3,1,-3,2,2,2,-2,-3,-3,-3,-3,-3,-3,-3,-1
magneton,3,5,-3,1,4,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,-3,4,-3,-2,-2,1,3,-1,1,3,-1,3,3,3,-3,1,3,1,2,3,5,5,3,-4,1,4,2,-1,2,3,1,2,2,3,2,-3,2,2,2,2,4,4,1,3,3,3,3,-3,2,-3,-2,-2,-2,3,-3,1,1,3,-,1,2,2,1,2,2,3,1,2,4,-5,-5,-3,3,-4,1,2,4,-5,5,-4,-4,-2,2,2,3,2,3,-2,-2,-4,5,-3,1,2,1,1,2,2,4,2,-3,-3,4,2,-3,2,2,3,1,3,3,4,3,3,1,3,1,2,2,-4,-3,4,-3,3,4,-3,-3,-3
farfetchd,3,-3,-3,-3,-3,-3,3,-2,-1,1,3,-3,1,3,3,1,-3,-2,2,-2,2,-1,3,-3,-1,-1,3,-3,3,3,-2,3,-3,-1,-2,-1,2,-2,3,3,1,-3,3,3,3,2,3,3,-3,2,-3,2,-2,3,-1,2,-2,-3,-3,2,-3,-2,-1,2,-3,3,3,-2,1,3,-3,-1,-1,-2,-2,-2,-3,-3,3,-2,-2,-1,-,2,-1,-2,-1,3,-3,3,-1,-1,-1,-1,-3,3,-2,3,-3,-1,-1,3,-4,3,-4,2,-3,-3,3,-2,-2,-2,-2,-3,-1,-2,-1,-3,-1,-2,-1,-1,-3,-1,-1,-3,-3,-1,2,-1,-1,3,3,-1,-1,-2,-2,-2,-2,-4,-2,-3,-2,-1,-1,-1,3,-2,-1,-1,-1
doduo,1,3,-3,1,-2,-1,-2,-2,-1,1,2,2,1,1,2,1,2,-1,1,-1,1,-1,1,-2,-1,-1,-2,-2,-2,-2,-1,1,-2,-1,-2,-2,1,-1,1,-2,1,-2,1,3,3,1,1,2,3,2,2,2,-1,1,-1,1,-1,1,-1,2,-1,-2,-1,2,2,3,3,-2,1,2,3,1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,2,-,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-3,-2,-2,2,-1,-1,-1,3,3,-2,-2,-1,3,-2,-2,-2,-2,-2,-2,3,-1,-2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-2,1,2,-2,-1,-2,-2,-2,-2,-2,-1,-1,-2,-1,-1,-1,1,-2,-1,-1,-1
dodrio,1,1,3,1,1,-3,1,-2,-2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,1,-1,3,3,1,3,-2,1,1,-2,1,-2,1,-2,1,3,1,3,1,2,3,1,1,1,1,1,2,1,2,1,-2,1,1,1,3,1,3,3,1,2,2,1,3,3,1,1,2,1,-1,-4,-3,-2,1,-3,3,-2,1,-2,1,1,-,1,-2,1,3,3,-2,1,-2,-1,-4,1,-2,1,3,-1,-1,3,3,3,3,1,2,3,3,-2,-4,-2,1,3,-2,1,-2,1,-2,1,-1,1,3,1,-1,1,3,-2,1,-2,-2,1,1,-2,-1,1,-2,-2,-2,3,-3,-3,-2,-2,-2,-2,1,-2,-2,-1,-1
seel,-3,-3,-1,2,2,3,5,-4,-3,2,2,4,2,1,-3,2,2,-3,2,-3,2,2,3,-3,-3,-1,1,2,3,-3,-3,4,-3,-3,3,-3,2,-3,3,-3,2,-3,3,3,-3,1,3,4,-3,2,2,3,-3,4,-3,2,-3,2,-3,4,-3,-3,4,4,-3,3,-3,-3,3,-1,-1,-4,-3,1,1,2,2,2,5,-4,-1,-1,2,2,-1,-,-3,3,-3,4,-3,-3,-3,-1,2,-4,-3,-3,-3,-3,-1,3,-3,1,2,2,2,3,3,-3,1,1,-2,-3,-3,4,-3,-3,-3,-3,-3,-3,3,4,-1,2,-3,-1,4,-3,-3,4,-3,-3,-1,-3,-4,3,-5,2,-3,2,-4,-3,-1,-3,2,-3,-3,-1,-3
dewgong,1,1,-3,1,2,2,3,5,-5,1,1,2,1,1,2,1,2,2,2,2,2,2,1,4,2,-3,1,1,1,3,2,1,3,2,3,3,1,4,2,3,1,2,1,1,1,1,1,1,4,2,2,2,3,3,-5,2,3,1,2,4,4,-3,2,4,4,1,3,3,1,1,-3,4,5,1,1,1,2,2,4,6,3,-1,1,2,2,3,-,2,3,3,-5,-3,-3,-3,2,5,-4,2,-3,-3,-3,1,3,1,1,2,2,3,3,3,1,1,3,1,3,3,5,3,4,-3,-3,-3,2,4,-3,2,3,-3,2,-3,-4,1,3,5,-1,2,3,3,4,1,-3,2,3,5,-1,-3,1,2,2,-3,-3
grimer,4,4,-3,-3,-3,-2,4,-3,-3,2,3,-3,2,2,-3,3,-3,-3,2,-3,2,-3,-3,-2,-3,-3,-1,-1,4,4,-1,4,-3,-1,-3,-3,-3,-2,3,-3,3,-3,4,4,-3,2,2,4,-3,-1,-1,3,-3,-3,-3,3,-3,-3,-3,4,-3,-3,2,-1,-1,-3,-2,-1,3,-3,-3,-3,-1,3,-1,-1,-3,-3,3,-3,-3,-2,-3,2,-1,-3,-2,-,-3,4,-3,-1,-1,-1,-3,-1,-1,2,-3,-3,-3,4,-3,-3,-1,2,-3,-3,4,-3,-1,-1,-3,4,-1,-3,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3,-1,2,-3,-3,4,-3,-2,-2,-2,-3,-3,-3,3,-3,-3,-1,-1,-1,-1,4,-3,-3,-1,-1
muk,3,4,4,4,4,-3,3,4,-3,1,1,2,2,1,3,2,3,-3,2,-3,2,3,-3,-3,2,-3,3,-1,3,4,-3,3,4,-2,3,-3,4,-3,3,3,2,4,3,3,4,1,1,2,4,2,-2,2,-3,4,4,2,4,4,-3,2,-3,-3,2,2,-3,3,-4,-3,2,4,4,2,-3,1,3,3,4,-3,3,-4,3,-3,3,2,3,3,-3,3,-,1,-3,-3,-3,-3,2,-2,-1,2,3,4,-3,3,4,3,-4,2,4,-4,3,5,3,3,-3,4,-3,4,-3,4,-3,4,-3,-3,3,-3,-3,-3,3,-3,2,-3,-3,3,3,-3,-3,-3,3,3,-3,2,4,4,-4,-3,-3,-3,3,4,-3,-3,-1
shellder,-1,-1,-1,2,4,-3,-5,-4,-3,4,3,-3,4,3,-3,2,-3,-3,-3,-3,2,-3,4,-3,-1,-1,2,-3,-3,-3,-1,-3,-2,-1,-2,-1,4,-3,3,-2,4,-3,-2,-1,-1,3,-2,4,-2,2,-3,-2,-1,4,-3,-3,-1,2,-3,4,-4,-3,2,-3,-3,3,-3,-3,-1,-1,-1,-3,-3,1,1,2,3,-3,-4,-4,-1,-1,-3,2,-3,-4,-3,-4,-1,-,-3,-1,-1,-1,2,-1,-1,-3,-3,-1,-1,-3,-1,1,-3,2,-3,-4,-4,-1,1,2,-1,-1,-3,-4,-3,4,-3,-1,-1,-1,-3,-3,-1,-3,-3,-1,4,-1,-1,4,-3,-3,-1,-3,-1,5,-3,4,-3,-3,-2,-3,-1,-3,-3,-1,-1,-1,-1
cloyster,1,1,-1,1,2,2,3,3,-5,1,1,2,1,1,4,1,2,2,2,-3,2,2,1,4,2,-1,1,1,3,3,2,1,3,2,3,-4,1,-3,3,3,1,2,1,1,3,1,1,3,-3,2,2,2,-3,3,5,2,-3,1,-3,3,4,-4,2,2,-3,2,3,3,1,1,-1,4,-3,1,1,1,2,2,5,-5,-2,-1,1,2,2,3,-5,3,3,3,-,-3,-3,-1,2,3,-3,3,4,-3,-1,1,3,1,1,2,2,3,3,3,1,1,-2,3,4,3,-5,3,3,-3,-2,-2,2,4,-1,-3,4,-3,4,-3,-3,3,3,-4,-1,3,3,3,5,1,4,2,-4,6,-1,-3,1,2,2,-1,-3
gastly,1,3,4,3,-3,-1,1,3,-2,1,3,3,1,1,1,1,1,-3,1,-3,1,-3,1,-1,4,-3,-2,-2,1,1,-2,1,1,-1,5,7,3,-3,3,5,1,4,1,3,3,3,-4,1,4,-1,-1,4,6,1,-3,1,-1,3,-1,2,-1,-2,-3,-2,-2,1,1,-2,1,3,3,3,-3,1,1,-2,4,-5,1,-2,3,-4,1,1,-1,3,3,1,3,1,3,-,-1,-1,1,-2,-2,1,1,4,-5,7,-7,-2,-2,2,1,-4,1,3,1,-2,-3,5,-1,1,-3,1,3,2,-3,-3,-3,-3,-5,-3,4,-1,2,2,-4,3,3,-4,-3,-4,5,3,3,1,-3,-1,-2,-3,-3,-3,3,5,-5,-1,-1
haunter,1,3,3,3,3,-1,1,1,-2,1,1,3,1,1,1,1,1,3,1,4,1,2,1,1,3,6,-2,-2,1,1,-2,1,1,-2,3,5,3,-5,3,5,1,3,1,3,3,3,5,1,3,-1,-1,3,4,1,3,1,2,3,-3,1,1,3,1,-3,-3,1,1,-2,1,3,3,3,4,1,1,-2,3,6,1,-2,3,5,1,1,2,3,3,1,3,1,3,1,-,-3,1,-2,-2,1,1,4,6,7,7,3,-2,1,1,-4,1,3,1,-2,-4,5,3,1,3,1,3,1,-3,-4,2,-3,6,5,3,-1,1,1,3,3,3,-4,-3,-4,3,1,3,1,1,2,-2,3,-3,3,3,3,5,-3,-1
gengar,1,1,3,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,-2,1,1,3,1,1,1,3,5,3,5,3,5,1,1,1,1,3,3,3,1,3,1,-1,1,4,1,3,1,1,3,5,1,1,1,1,3,-3,1,1,1,1,1,3,1,3,1,1,1,3,3,1,3,3,5,1,1,1,1,3,1,3,1,1,1,3,-,1,-3,-2,1,1,3,4,5,7,3,3,1,1,3,1,1,1,1,3,5,3,1,3,1,3,1,4,3,1,3,3,3,3,-1,1,1,3,3,3,3,-3,-4,3,1,3,1,1,2,-4,3,7,3,3,3,5,-3,-2
onix,-2,-2,-1,1,-3,-3,-2,-2,-1,3,3,-1,1,3,-3,3,4,4,-1,-1,2,4,1,-1,2,2,-4,-4,1,-2,-1,1,-2,-1,-2,-2,1,-3,3,-2,3,-1,-2,-2,-2,-2,-2,-2,-1,2,-3,-1,-1,-2,-1,-3,-3,1,-3,-1,-1,-1,-1,-3,-3,5,-4,-4,-2,-2,-1,-1,-1,3,3,-4,2,-3,-2,-2,1,4,3,3,4,-2,-1,3,-2,-2,-1,-1,-1,-1,-,-2,-2,-2,-1,2,4,-2,-2,-2,-2,2,-3,-2,3,3,3,-2,-2,-2,-1,-2,-1,-2,-2,-1,-1,-1,2,-1,3,-3,4,-1,4,-1,-2,3,3,-2,4,3,-2,-2,-2,-2,-1,4,-2,-1,6,-3,-2,-1,-1,-1,-1
drowzee,2,2,3,2,4,-3,2,4,-3,2,1,4,2,1,2,2,3,-3,2,2,2,-1,2,2,2,-3,1,-3,1,2,-3,2,2,2,3,-3,4,-3,3,-3,2,2,1,1,2,2,3,2,2,2,-3,2,-3,3,-3,2,2,3,-3,2,3,2,-3,4,-3,1,2,2,1,2,2,2,4,1,3,-3,3,-3,5,-6,4,-3,3,2,-1,4,-5,1,2,1,-3,2,2,3,2,-,-3,2,2,4,4,5,-3,3,-3,2,2,3,1,2,3,3,-3,4,-1,4,4,2,-3,3,-3,4,3,-3,-3,-3,3,-1,2,-3,-3,3,3,-5,-3,-3,3,3,-3,2,-3,-3,4,-3,-3,-3,2,-3,-3,-3,-3
hypno,1,1,2,1,3,4,1,3,4,1,1,4,1,1,2,1,2,4,2,2,2,2,1,2,2,4,1,3,1,1,2,1,1,2,3,3,3,4,1,3,1,2,1,1,1,1,3,1,2,2,4,2,3,1,4,2,2,1,4,2,2,2,2,3,4,1,1,1,1,1,2,2,4,1,1,3,2,4,3,5,3,4,2,2,2,3,4,1,1,1,3,2,2,2,2,3,-,1,2,2,4,4,-4,1,3,2,2,3,1,1,1,3,3,3,2,3,4,1,4,4,-4,4,2,-3,4,4,2,3,2,4,5,1,3,5,4,3,3,3,3,1,3,3,3,-5,-5,-5,1,3,4,-3,-3
krabby,-2,-1,-1,-3,-3,-3,3,-3,-3,2,3,-1,2,3,-3,2,-3,-3,2,-1,2,-2,-3,-3,-1,-1,3,-3,-2,-1,-1,-1,-1,-1,-2,-1,-3,-2,-2,-2,-3,-3,-2,-2,-1,-2,-2,3,-1,2,-3,-1,-1,-3,-3,-1,-1,-3,-3,-3,-3,-3,2,-1,-1,3,3,-3,-2,-1,-1,-2,-1,1,1,1,-3,-3,-4,-4,-2,-1,-3,2,-1,3,-2,-2,-1,3,-3,-1,-1,-1,2,-2,-1,-,-3,-1,-1,-2,-1,3,3,2,-3,-2,-2,-1,1,1,-1,-1,-1,-3,-3,-3,-3,-1,-1,-1,-1,-2,-1,-3,-3,-1,4,-1,-1,3,-3,-2,-1,-2,-2,-4,-3,4,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1
kingler,-2,-2,-1,1,4,4,3,3,-4,1,3,3,1,3,2,1,3,-3,1,-3,1,-3,1,4,-1,-1,1,3,3,3,-3,1,3,-3,3,-2,1,-3,1,3,1,-3,-2,-2,-2,3,-2,3,-3,2,2,2,-2,3,4,1,-2,1,4,2,4,4,2,2,-3,3,3,3,1,-2,-2,1,-3,1,1,1,2,4,3,-4,-2,-2,3,2,-3,3,3,3,3,3,-4,-1,-1,-1,1,-2,-2,3,-,-1,-1,3,-2,1,1,2,-3,3,3,-2,1,1,-2,-2,-3,3,-3,3,3,2,-1,-1,-3,2,-1,-3,-3,-2,2,-1,-2,2,2,3,-1,3,-2,5,-6,3,4,3,-3,-3,-1,-3,1,-2,-1,-1,-1
voltorb,-4,-4,-3,3,-4,-1,1,3,-2,1,3,3,1,3,3,1,1,-2,1,-2,1,-1,3,-2,3,-3,-2,-2,3,3,-2,3,3,-2,3,-4,3,-1,3,-4,1,3,-4,-4,-4,-4,-4,3,-4,-2,-1,3,-1,1,3,2,3,3,-4,1,1,-2,3,-3,-3,-2,-2,-2,3,-4,-3,3,-1,-2,-2,-2,3,-3,1,-2,-4,-4,1,1,-1,3,3,3,-4,1,3,-4,-4,-3,-2,-4,-2,1,1,-,-3,-6,-4,-2,-2,1,3,-4,3,-4,-2,-2,-3,-4,-2,1,3,1,3,1,-3,-4,2,-2,-3,-4,3,-1,1,1,-4,3,3,-4,-3,-2,3,3,-2,1,2,2,-2,-2,-4,-2,4,-4,-2,-1,-1
