,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
machop,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,-3,4,4,4,4,4,-3,2,3,-3,-3,4,-5,-3,-2,-4,-3,4,6,-3,4,5,-3,-3,-3,-3,-1,1,-3,4,-3,-4,-3,-3,5,-6,-5,-3,2,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-1,-1,-,-3,-3,-3,-3,-3,-3,-1,3,-3,-3,4,-4,-4,-4,-5,-3,-3,-3,-3,-3,-2,5,-3,-3,-3,-1,-1,-1,6,-3,-1,-4,-3,4,-5,-5,-5,-5,-5,2,-3,3,-5,-5,3,-3,-3,-5,-3,-3,-2,-3,-3,-3,-1,-1,-3,-1,-3,-3,-3,-3,4,-3,-2,2,2,-1,-2,-1,-3,-3,-1,-3,-3,-3,-2,-1,-1,-1,4,-3,-3,-1,-3
machoke,4,-3,-3,-3,-3,-3,3,-3,-3,4,3,4,4,3,4,4,4,-4,2,2,3,-3,4,6,-3,-3,5,-3,3,6,-5,4,4,-5,1,-3,-3,-3,1,-3,4,-5,3,5,-3,3,5,4,-3,2,-3,2,-3,-3,-3,3,4,-3,-3,4,-3,-3,2,-3,-1,3,-,-3,3,-3,-3,-3,-3,3,3,-3,4,4,5,-4,4,-5,-3,-3,-3,-3,-3,5,-5,5,-3,-1,-1,-1,4,3,-3,-5,-4,4,5,5,-7,5,-5,2,4,3,5,-5,3,-4,2,-6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,-3,-3,2,2,-3,-3,-3,3,3,-3,4,-3,-3,3,-1,-3,-3,4,-5,-5,-1,-3
machamp,3,4,-3,4,4,-3,3,4,-3,3,3,4,2,3,4,4,4,4,2,2,2,4,4,4,2,-3,3,-5,3,4,6,3,4,6,1,4,-3,-3,1,2,4,-5,3,3,5,3,5,3,4,2,-3,2,2,4,-3,2,4,4,-3,4,4,-4,2,-3,-3,3,3,-,3,4,-3,-3,-3,3,3,3,4,4,5,-4,3,-5,-3,4,-3,3,-3,3,5,3,-3,-3,-3,-1,4,3,-3,3,-5,4,4,5,6,5,5,2,4,3,5,-7,3,3,1,6,-3,-3,-3,4,-3,-3,-3,-3,-5,-3,-3,-3,-5,-3,4,-3,-3,1,2,-3,-3,-3,1,1,-3,2,-3,-3,3,-3,-3,-3,3,4,-5,-3,-5
bellsprout,5,-5,-3,-3,-1,-1,2,4,-3,4,3,4,4,5,-3,-3,-3,-3,2,-3,-3,-3,-4,-3,4,-3,2,-3,-5,-5,-3,4,-3,-3,-4,-3,-1,-1,3,-1,-3,-3,5,-5,-3,1,3,-5,-3,2,-1,-3,-1,2,-3,-3,-3,-3,-1,2,-3,-3,4,-2,-1,3,-3,-3,-,-3,-3,-5,-3,1,1,-1,-3,-3,3,3,4,-5,-2,-3,-1,-3,-1,-4,-3,2,-1,-1,-1,-1,2,-3,-3,2,2,4,-5,5,-3,1,-3,2,-3,-4,-4,-3,1,2,-4,-5,-1,2,4,2,-3,2,-3,-3,-3,-1,-3,-1,-1,-3,2,-3,-1,4,-3,-3,-3,-1,-3,1,2,2,-1,-3,-2,-1,-3,-1,4,-3,-3,-1,-3
weepinbell,3,-5,-5,-3,-3,-1,1,2,4,3,3,4,3,5,4,4,-3,-3,2,-3,-3,-3,4,-5,4,-5,1,2,5,-5,-5,3,-5,-5,3,-3,-3,-1,3,-4,4,-3,4,5,-6,1,3,5,-5,2,2,-3,-3,2,4,4,-3,-3,-2,2,2,4,2,-3,-3,3,3,-3,3,-,-4,4,-5,1,1,1,4,-3,1,3,3,5,-3,-3,-3,1,-1,-4,-4,1,-3,-3,-3,-1,2,-4,-3,1,2,4,4,3,-5,1,1,2,-3,5,5,-3,1,1,-4,6,-3,2,3,2,3,2,3,-3,-3,-1,-5,-1,-3,-3,2,-3,-1,3,4,-3,-5,-1,3,1,2,2,2,-3,-2,-1,-3,-1,3,-5,-3,-3,-3
victreebel,3,5,-5,3,-3,-3,1,1,4,1,3,4,3,3,4,3,4,-4,2,3,4,-3,3,-5,4,4,1,1,3,5,-5,3,4,4,3,5,3,-2,3,3,3,-4,3,5,5,1,1,3,-5,2,2,2,-3,1,4,2,4,3,-3,2,2,2,2,-3,-3,3,3,3,3,4,-,4,6,1,1,1,-5,-5,1,3,3,4,-4,-3,-3,1,-3,5,-4,1,2,-3,-3,-3,2,3,-4,1,2,4,4,3,5,1,1,2,2,3,5,-6,1,1,5,5,-3,1,2,1,2,2,2,-3,-3,-1,4,-3,-3,-3,2,-5,3,3,3,3,4,-2,3,1,1,1,2,-3,-4,-1,-5,-3,3,5,-4,-3,-5
tentacool,5,-6,-3,1,2,2,5,-4,-3,1,1,4,1,1,3,1,3,-3,2,2,2,-3,1,-3,2,-1,1,1,2,3,2,1,3,2,3,-4,1,2,2,-2,1,-3,5,5,-4,3,3,2,4,-1,-1,2,-1,5,-3,2,-3,1,2,4,-3,-3,4,-3,-3,3,3,3,5,-4,-3,-,-3,1,1,1,2,2,5,-4,3,-3,-2,2,-1,-6,-3,3,3,3,-3,-3,-3,-1,2,3,-4,3,-3,2,4,5,-4,1,1,2,2,3,3,3,1,1,-4,-6,-1,4,-5,3,-4,4,-3,-3,-1,4,-3,2,-1,-1,3,-3,-4,2,3,-6,-1,2,3,3,4,1,-1,2,-2,-3,-1,-3,3,-3,-3,-3,-3
tentacruel,5,5,-6,1,1,2,3,5,-6,1,1,3,1,1,1,1,2,3,1,1,1,3,1,3,1,-3,1,1,1,3,1,1,2,1,3,3,1,2,1,3,1,3,5,5,7,1,3,1,3,1,-1,1,-3,3,-6,1,3,1,1,3,5,5,3,-3,-3,1,3,3,3,5,-6,3,-,1,1,1,1,2,5,-6,3,3,3,1,-3,5,7,1,3,3,5,3,-4,-3,1,3,5,3,3,2,4,4,5,1,1,1,1,3,1,3,1,1,5,5,3,3,5,3,5,3,6,3,-3,3,-3,1,3,-3,1,-6,-8,1,3,7,-3,1,3,3,3,1,3,2,3,4,-4,3,3,5,-6,-3,-5
geodude,-1,-1,-1,2,2,-3,-1,-1,-1,4,6,4,2,4,4,4,6,6,2,4,4,6,2,2,2,2,4,-3,2,2,-1,2,2,-1,4,4,2,-3,4,4,4,6,-1,-1,-1,4,6,4,4,2,-1,4,4,-1,-1,2,-3,2,-3,-1,-1,-1,2,2,-3,-3,-3,-3,-1,-1,-1,-1,-1,-,-1,-1,2,2,-2,-1,2,3,6,4,6,-1,-1,2,4,-1,-1,2,-1,-1,4,-3,-3,-1,-1,2,2,-1,10,-5,-3,2,-3,-1,2,4,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,-1,2,2,-3,6,4,-1,-1,4,4,-1,2,2,4,-1,-1,-1,-1,6,-1,-1,8,4,-1,-1,-1,-1,-1
graveler,-1,-1,-1,2,2,4,-1,-1,-1,4,3,2,2,4,4,4,4,6,2,4,4,5,2,2,2,2,4,4,2,2,-1,2,2,-1,4,4,2,2,3,4,4,6,-2,-1,-1,3,5,4,4,2,-3,2,4,-1,-1,2,-3,2,4,-1,-1,-1,2,2,-3,-3,-3,-3,-1,-1,-1,-1,-1,1,-,-1,2,2,-2,-2,2,2,4,4,6,-1,-1,1,4,-1,-1,2,2,2,4,4,-3,-1,-1,2,2,-1,10,4,-5,2,-3,-2,2,4,3,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,-1,2,2,-3,6,2,-1,-1,4,4,-1,2,2,4,-1,-1,-1,-1,6,-2,-1,6,4,-1,-1,-1,-3,-1
golem,-1,-1,-1,2,2,4,-2,-1,-1,4,3,2,2,1,2,4,4,6,2,4,3,4,2,2,2,2,3,4,1,2,-1,2,2,-1,3,4,2,2,1,4,4,6,-2,-2,-1,3,5,4,4,2,2,2,4,-1,-1,2,3,2,2,-1,-1,-1,2,2,2,3,4,-3,1,-1,-1,-1,-1,1,1,-,2,2,-2,-2,2,2,4,4,6,-1,-1,1,2,-2,-1,2,2,2,4,3,4,-1,-1,2,2,-2,8,3,4,2,3,-2,1,4,1,-2,4,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,2,2,5,4,2,-1,-1,2,3,-1,2,2,3,1,-1,-1,-1,6,-2,-1,6,4,-1,-1,-1,-3,-1
ponyta,3,5,5,3,-4,-3,-2,-2,-2,2,3,5,1,3,3,3,-4,-3,3,-3,3,-3,3,-4,-3,-3,5,-4,5,5,-4,3,5,-3,-4,-4,3,-5,3,-3,3,-5,3,5,5,1,3,3,-5,-1,-1,-3,-3,-2,-2,3,-3,3,-3,-3,-2,-2,2,-3,-3,-4,-4,-4,3,-4,5,-2,-1,-2,-2,-2,-,-3,-4,-2,5,-6,-4,3,-3,-2,-2,-4,-4,-4,-2,-4,-3,-3,-6,5,-4,-4,-2,4,-5,3,-6,-4,-4,2,-4,-4,-5,-4,-6,-4,-4,5,-3,-2,-2,-2,-2,-2,-1,-4,-3,-3,-3,-3,3,-3,3,-2,-2,4,4,-2,-3,-4,-4,-2,-2,-4,-2,-3,-2,-2,-3,-3,3,-4,-2,-3,-1
rapidash,3,3,5,3,-4,-4,-4,-3,-2,1,1,3,1,1,3,3,4,-4,3,3,3,-4,3,5,3,-4,5,-4,3,5,-4,3,4,-4,5,-4,3,5,3,-4,3,5,3,4,5,1,3,3,5,1,-1,3,-3,3,-2,3,4,3,5,3,-4,-3,1,4,4,4,-4,-4,3,3,5,-2,-2,-2,-2,-2,3,-,-4,-2,3,-6,-4,3,-4,-3,-2,5,-4,-4,-2,-6,-6,-3,7,3,-6,-4,-4,3,6,3,-6,5,-4,2,4,-4,5,-5,-8,-6,5,5,-4,-3,-2,-4,-2,-2,-1,5,-3,3,-3,-4,3,-3,3,-2,-2,3,3,-2,-3,4,5,-2,-2,-4,-3,-5,-3,-4,-4,-4,3,-4,-4,-3,-4
slowpoke,-3,-1,-1,4,4,4,8,-7,-5,4,4,6,4,4,4,4,4,-5,3,4,4,5,4,6,-1,-1,2,4,4,5,4,4,4,4,6,-5,4,-5,4,-3,4,6,-3,-3,-1,6,-5,4,6,2,-3,4,-3,6,-5,4,-5,4,4,6,-7,-7,4,6,6,4,-5,-5,-3,-1,-1,-5,-5,2,2,2,4,4,-,-7,-3,-3,-3,4,-3,-7,-5,6,-5,6,-5,-7,-7,-5,2,6,-7,6,-5,4,6,-3,-7,2,4,2,4,-5,6,-5,2,2,6,-3,-3,-7,-5,8,-5,6,-5,8,-3,-5,-1,4,-3,-3,4,-5,-5,4,5,-5,-1,-5,6,-5,-5,4,-3,4,-3,-3,-1,-5,5,6,-5,-5,-5
slowbro,-3,-3,-3,2,2,4,6,8,-9,2,2,4,2,2,4,2,4,4,2,4,2,4,4,4,-3,-3,2,2,4,4,4,3,4,4,4,6,2,4,3,5,2,4,-3,-3,-3,5,8,4,4,2,2,4,4,6,8,2,4,2,4,4,6,6,3,4,6,4,4,4,-3,-3,-3,4,6,1,2,2,2,2,7,-,4,-5,4,4,4,6,6,3,6,4,8,6,8,-9,2,6,8,4,6,4,4,-5,-9,2,2,2,4,6,4,6,1,2,4,-5,4,6,8,6,8,6,-7,6,4,6,-3,4,4,-5,4,-7,-7,4,4,-7,-1,4,4,4,6,4,4,2,-5,-5,-1,4,4,6,-7,-7,-7
magnemite,-4,-3,-3,-5,-3,-3,3,-3,-3,4,3,4,4,3,-5,2,-3,-3,4,-3,2,-3,-5,-5,-5,-3,-4,-3,5,-5,-3,5,-5,-3,-6,-3,-3,-3,-4,-3,3,4,-5,-4,-3,-5,-4,6,-5,-1,-1,-3,-3,4,-3,-3,-3,-5,-3,4,4,-3,4,-3,-3,5,-3,-3,-4,-3,-3,-3,-3,-2,-2,-1,-5,-3,3,-4,-,-5,-3,2,-3,-3,-3,5,-3,3,-3,-3,-3,-3,-7,-6,-5,2,-3,-7,-5,-6,-3,-4,-3,2,-3,-4,5,-3,-6,-4,-5,-5,-3,-3,-3,4,-3,-3,-3,-5,-3,-3,-3,-3,-3,-3,2,-3,-3,6,-5,-3,-5,-3,-6,3,-3,-3,-3,-3,-2,-3,-5,-5,-5,-5,-3,-3,-3
magneton,5,-6,-4,5,-5,4,3,3,4,3,3,4,3,3,5,1,4,4,4,4,2,4,3,6,4,-5,-6,-4,3,5,-5,3,5,-5,5,-6,5,-3,4,-4,1,4,-6,-6,-6,5,-6,3,7,-3,-1,4,-3,3,4,4,-5,5,-5,2,4,4,4,-5,-5,3,5,5,5,-5,-4,4,-3,-3,-2,-2,6,6,3,5,5,-,3,2,-3,3,-5,5,-6,1,4,-5,-5,-5,-9,5,-6,1,4,6,-7,-8,-6,-5,-4,2,4,-6,5,-6,-8,-6,-6,-8,-3,3,4,3,3,4,-3,-7,-3,-3,-5,-5,-3,-3,2,4,5,4,5,-4,7,-4,5,3,-4,1,-3,4,-4,-3,-7,6,5,6,-5,-5,-5
farfetchd,3,4,4,4,-3,-3,3,3,-3,1,3,4,1,3,4,2,4,-3,2,-3,2,-3,3,4,-1,-1,3,-3,3,3,-5,2,4,-3,3,-3,2,-3,3,3,1,4,3,3,3,3,3,3,4,2,-3,2,-3,3,-3,2,-3,4,-3,4,-3,-3,2,2,-3,3,3,3,2,3,4,2,-3,-6,-4,-4,4,4,3,-4,3,-3,-,-3,-3,3,-1,3,-4,3,-1,-3,-3,-3,-5,3,4,3,-3,4,4,3,5,3,5,2,-3,5,3,-3,-6,-4,3,5,-3,-3,-3,4,-3,-3,-3,4,-3,-1,-1,-3,-3,-3,2,-3,-1,3,3,-3,-1,-3,3,-4,-4,-4,-3,-3,-2,-1,-1,-3,3,4,-3,-3,-3
doduo,3,3,-3,3,-3,-1,3,-4,-1,3,3,3,2,3,-3,3,3,-3,2,-3,2,-3,3,-3,-1,-1,-4,-4,3,3,-3,3,3,-3,3,-4,3,-1,3,-2,3,-3,3,3,5,1,3,3,4,2,-3,-3,-1,3,-1,2,-3,3,-1,-3,-3,-4,2,-3,-3,3,3,-4,3,3,3,-2,-1,-4,-4,-4,-3,-3,-4,-4,-2,-2,3,-,-1,-2,-2,3,-4,-4,-2,-3,-1,-1,-6,3,-4,3,-3,4,4,4,-4,5,-4,2,-3,-4,-4,-4,-4,-4,3,5,-1,3,-1,3,-2,-3,-1,-3,-3,-1,-1,-1,-1,-3,4,-1,-2,3,3,-2,-1,-2,3,-2,-2,-4,-3,-3,-2,-1,-1,-3,3,3,-3,-1,-3
dodrio,3,3,5,1,3,-3,3,3,-4,1,3,3,1,3,3,1,3,3,1,3,1,-3,1,3,1,-1,3,-4,3,3,5,1,3,3,3,5,1,-3,2,3,1,3,3,3,3,1,3,3,3,1,4,1,-3,3,3,1,3,3,-4,1,3,-4,1,2,-3,3,3,3,1,3,3,1,-3,-6,-6,-6,3,4,3,-4,3,3,3,1,-,3,-2,3,5,3,-2,-4,-4,-3,-8,3,3,3,5,3,4,3,5,3,5,1,3,3,3,5,-8,-6,3,5,-4,3,3,3,3,3,-3,3,-3,-2,-1,3,-4,-3,1,-4,-2,3,3,-4,-1,3,3,-4,-4,5,-4,-5,-4,-2,-2,5,3,3,-4,-3,-3
seel,-3,-3,-1,2,2,-3,5,-5,-5,2,2,4,2,1,4,2,3,-3,2,-3,2,-3,4,4,-3,-1,1,2,3,4,4,4,4,4,3,-3,2,4,3,-3,2,4,3,3,-3,3,3,4,5,2,2,-3,-3,6,-5,2,-3,2,4,6,-5,-5,4,-5,-5,3,4,-3,3,-1,-1,6,-5,1,1,2,2,3,7,-6,-3,-3,-3,2,-3,-,-7,3,-3,4,-5,-5,-3,-3,2,5,-5,4,-3,4,4,3,-5,1,2,2,3,5,3,-5,1,1,-7,4,-3,-7,-7,6,-5,-7,-5,-5,-3,-5,-1,4,-3,-3,4,-3,-5,4,4,-5,-1,-3,3,3,-5,-3,-3,2,-4,-5,-1,-3,2,4,-3,-3,-3
dewgong,1,1,-3,1,2,2,3,5,-5,1,1,2,1,1,4,1,2,2,2,3,2,2,1,4,-3,-3,1,1,2,3,2,1,3,2,3,5,1,4,3,3,1,2,1,1,3,1,1,3,4,2,2,2,4,4,-5,2,-3,1,4,4,5,-3,3,4,6,2,3,3,1,1,-3,4,-7,1,1,1,2,2,5,-6,3,-5,1,2,2,7,-,3,3,3,6,6,-5,-5,2,3,5,3,-5,4,4,1,3,1,1,2,2,3,3,3,1,1,5,3,4,5,8,4,6,6,6,4,2,4,-3,2,3,4,4,-5,-8,3,3,9,-3,3,3,3,4,1,-3,2,-4,6,-3,4,1,2,2,-3,4
grimer,4,6,-5,-3,-3,-3,-5,-3,-3,2,3,-3,4,4,4,4,4,-3,4,-3,4,-3,-5,-5,-3,-3,-5,-3,6,6,-4,4,-5,-4,-5,-3,-3,-3,3,-3,4,-5,6,6,6,2,2,6,-3,-1,-1,-3,-3,-3,-3,4,-5,-3,-3,4,-3,-3,2,-1,-1,-5,-5,-3,4,4,-5,-3,-1,-2,-1,-1,4,-5,-6,-3,-5,-5,-3,-3,-3,-3,-3,-,-5,-5,-3,-1,-1,-1,-7,-3,-3,-5,-3,4,6,4,4,-3,-3,-3,-5,-5,6,-5,-5,-3,6,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,-3,-3,4,4,-3,-3,-3,-5,-3,-3,-5,-3,-5,-3,-1,-3,-5,4,-5,-3,-1,-3
muk,3,4,6,4,4,-5,3,-5,-5,1,1,2,4,3,4,4,4,5,2,4,2,4,4,6,4,-3,5,-5,4,6,-5,4,5,-5,3,-5,4,-3,3,5,4,6,3,3,6,1,1,3,-5,2,-2,4,4,4,-5,4,4,4,-5,4,-5,-5,2,-3,-3,3,5,-5,3,4,4,-3,-3,-4,-4,-2,4,4,5,-6,3,6,4,4,-5,3,-3,5,-,5,-5,-3,-3,-3,-11,3,-3,6,-5,4,4,3,4,-6,-4,2,6,5,5,7,-8,-6,4,4,-5,4,-3,4,-5,4,-3,-3,4,-3,4,4,4,-5,4,-3,-3,3,4,-3,-3,-3,4,-6,-3,-7,-5,-7,-4,-3,-3,-7,4,6,-5,-3,-5
shellder,-1,-1,-1,2,4,-3,-5,-5,-3,4,3,-5,4,3,4,3,4,4,3,4,2,-3,4,-5,-1,-1,2,-3,4,6,4,4,5,4,5,-5,4,-3,3,-3,4,5,-2,-1,-1,3,5,4,-5,2,-3,4,-3,-5,-3,4,5,4,4,-5,-5,-4,4,-3,-3,3,-5,-3,-1,-1,-1,-3,-3,1,1,2,4,4,-6,-4,-3,-1,-3,4,-3,-4,-3,5,-5,-,-3,-3,-3,-1,2,-3,-3,-5,-5,4,6,-3,-5,1,4,2,4,5,5,-5,1,2,-5,-3,-3,-4,-3,-5,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,4,-3,-3,4,5,-3,-1,-3,-5,5,-3,4,-3,4,-4,-3,-1,-5,4,4,4,-2,-5
cloyster,1,1,-1,1,2,-3,5,5,-5,1,1,2,1,1,4,1,2,2,2,4,2,2,1,4,-3,-1,1,1,3,3,3,3,3,2,3,5,1,-3,3,3,1,2,1,1,3,1,1,3,6,2,2,4,4,3,-5,2,-3,1,-3,4,6,-5,2,4,-3,3,3,3,1,3,-1,4,-5,1,1,1,2,2,5,-8,3,-3,1,2,2,5,-5,3,5,3,-,-5,-3,-3,2,5,5,3,6,4,4,1,3,1,1,2,2,3,3,3,1,1,5,3,4,5,-5,5,-6,4,-5,4,2,4,-1,-3,4,4,4,6,-6,3,3,-6,-1,3,3,3,5,1,4,2,5,8,-1,4,1,2,2,-3,-5
gastly,1,3,4,3,4,-5,3,3,5,1,3,5,1,1,1,3,3,6,1,4,3,4,1,2,4,-3,3,3,1,1,3,1,1,4,5,7,3,-3,3,5,1,4,1,3,3,3,5,1,4,-1,-1,4,6,3,-5,1,2,3,-5,4,4,3,4,-3,-2,1,1,3,1,3,3,3,-3,-2,-2,-2,4,6,7,-6,3,5,3,3,4,5,-6,1,3,3,5,-,-1,-1,3,-4,-4,1,3,4,6,7,15,3,3,2,1,5,1,3,3,5,9,5,4,3,-3,3,5,4,-3,-3,4,-3,-5,-5,4,6,2,-3,-6,3,3,-6,-3,-6,5,5,-4,3,6,-5,7,-3,-3,-3,3,5,-7,-1,-5
haunter,1,3,3,3,3,6,3,3,5,1,1,5,1,1,1,3,3,5,1,4,1,4,1,1,3,6,3,3,1,1,3,1,1,3,3,5,3,-5,3,5,1,3,1,3,3,3,5,1,3,-1,-1,3,4,3,5,1,2,3,6,3,3,3,3,-3,-3,1,1,3,1,3,3,3,4,1,-2,-2,3,6,7,-8,3,5,3,1,4,3,5,1,3,3,3,1,-,-3,1,-4,-4,1,3,4,6,7,13,3,3,1,1,5,1,3,3,3,7,5,3,3,5,3,5,3,-5,-4,4,-3,6,5,3,6,1,5,7,3,3,-6,-5,5,3,3,5,3,3,4,5,-4,-5,-6,3,3,5,-3,-7
gengar,1,1,3,3,3,5,3,3,5,1,1,3,1,1,1,1,3,3,1,3,1,3,1,1,3,3,1,3,1,1,3,1,1,1,3,5,3,5,3,5,1,1,1,1,3,3,3,1,3,1,-1,1,4,3,5,1,1,3,5,1,3,1,3,3,-3,1,1,1,1,1,3,1,3,1,-2,-2,3,3,5,9,3,5,3,1,3,3,5,1,3,1,3,1,3,-,1,5,-4,1,3,3,4,5,9,3,3,1,1,3,1,1,3,3,3,5,3,3,3,3,5,3,-5,5,3,5,3,3,3,4,1,5,7,3,3,7,6,5,3,3,5,1,3,4,5,-6,7,7,3,3,5,-3,-8
onix,-2,-2,-1,5,-3,-3,-2,-2,-1,5,5,4,3,5,6,5,6,8,6,8,4,8,5,10,4,-5,7,-6,7,9,-1,5,7,-1,7,-8,5,-3,5,-8,3,8,-2,-2,-2,5,7,5,-5,-3,-3,6,-9,-2,-1,-3,-3,5,-3,-1,-1,-1,4,-3,-3,-6,-4,-4,-2,-2,-1,-1,-1,-4,-4,-4,6,-7,-2,-2,7,10,5,6,8,-2,-1,7,11,-2,-1,-3,-1,-1,-,-4,-4,-2,-1,6,9,-2,13,-8,-6,-3,-3,-2,9,11,-20,-2,7,-2,-1,-2,-1,-2,-2,-1,-1,-3,6,-1,-5,-3,-5,-11,6,-1,-2,6,7,-2,8,-4,9,-2,-2,-2,-1,8,-2,-1,10,6,-2,-1,-1,-1,-1
drowzee,4,4,-3,-5,-3,-3,-5,-5,-3,4,3,6,2,1,3,4,-3,-3,3,-3,4,-3,2,4,-5,-3,3,-3,2,4,4,2,4,-3,-4,-3,-5,-3,3,-3,2,4,3,3,-5,5,-4,3,4,-3,-3,-3,-3,-5,-5,2,-3,4,-3,4,-5,4,4,4,6,3,-3,-3,3,4,-3,-3,-3,3,-4,-3,5,-3,-6,-6,6,-5,-3,-3,-3,-5,-3,3,-3,3,-5,4,4,-5,4,-,-5,-3,-3,4,6,7,-5,5,-5,2,2,-4,3,-3,5,-4,-4,-7,-3,-5,-3,4,-5,-5,-3,-5,-3,-3,-3,-3,-3,-3,4,-3,-3,4,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-2,-3,-3,-3,4,-5,-3,-3,-3
hypno,3,3,4,3,-5,-5,3,5,-5,3,3,6,1,1,2,3,4,-5,2,4,4,4,1,4,4,-5,3,5,1,3,4,1,2,4,3,-4,3,-5,3,-4,1,4,3,3,3,3,5,1,4,4,-3,4,-3,3,-5,2,4,3,-5,4,6,4,2,4,4,1,3,3,3,3,4,4,-5,3,3,-4,4,6,7,-8,5,6,-4,4,-3,5,-5,3,3,3,-5,4,4,4,4,5,-,3,4,4,6,7,-8,3,5,2,2,5,1,3,3,5,3,5,-3,3,-5,3,-5,4,-5,6,-3,-5,6,-5,-3,-3,2,-5,-5,3,3,-6,-5,5,3,5,-4,3,-3,5,-4,-3,-5,-5,3,5,-5,-5,-5
krabby,-2,-1,-1,4,-3,-3,5,-3,-3,3,3,-5,4,3,4,4,4,-3,4,-3,4,-3,4,-5,-1,-1,3,-3,3,6,-5,4,5,-5,5,-3,-3,-3,3,-4,4,-5,-2,-2,-1,3,5,5,-3,2,-3,-3,-3,4,-3,4,-3,4,-3,4,-5,-3,2,-1,-1,4,5,-3,-2,-1,-1,-3,-3,1,1,1,4,4,-6,-4,-2,-1,-3,-3,-3,-4,-3,5,-5,5,-3,-1,-1,-1,2,3,-3,-,-5,4,6,-2,-5,3,3,2,-3,-6,5,-5,1,1,5,-1,-3,-3,-3,-5,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,4,-3,-3,3,4,-3,-1,-3,5,-4,-3,-5,-3,4,-4,-1,-1,-5,4,-5,-3,-1,-3
kingler,-2,-2,-1,1,4,4,3,5,-5,3,3,3,2,3,4,3,3,-5,2,4,3,4,3,6,-1,-1,1,3,3,4,4,3,3,4,3,5,1,4,3,5,3,5,3,-2,-2,3,5,3,6,2,2,4,4,3,-5,3,4,1,4,4,6,-6,2,-3,-3,3,4,5,-2,-2,-2,3,-3,1,1,1,2,4,5,-6,3,-4,3,4,-5,3,5,3,5,5,-6,-3,-3,-3,1,3,-4,5,-,4,4,-4,7,1,1,2,4,5,3,5,1,1,3,-4,-5,3,-5,3,5,4,-5,4,-5,4,-1,4,-5,-5,4,-5,-6,3,3,5,-1,3,4,5,-6,3,-5,4,-4,-3,-1,6,3,3,-5,-3,-7
voltorb,-4,-4,-4,-4,-4,-3,-4,-4,-4,6,7,-6,5,7,-4,-4,-4,-4,-4,-4,-4,-3,-6,-4,-4,-3,-4,-4,-6,-6,-4,5,-5,-4,-4,-4,-4,-2,-4,-3,5,-4,-4,-4,-4,-4,-4,-6,-6,-2,-1,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-3,-3,-4,-4,-4,-4,-4,-4,-2,-1,-2,-2,-2,-4,-3,-4,-4,7,-6,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3,-6,-4,-4,-4,-4,-,-5,-6,-4,-4,-3,3,-4,-4,-4,-4,-6,-4,-5,-6,-3,-4,-3,-4,-4,-4,-2,-4,-3,-2,-3,-4,-2,-3,7,-3,-4,-6,-4,-2,-3,-2,-4,-4,-2,-4,-4,-3,-2,-2,-4,-4,5,-4,-4,-3,-3
